source,n_size,n_col,n_shp,target,n_size,n_col,n_shp,weight,e_clr,e_shp,relation
TmY5a,77,Cluster7,100-699 cells,Y3,77,Cluster7,100-699 cells,15496,Top Output,Inhibition,top_output
Lawf2,37,Lawf2,100-699 cells,Lai,37,Cluster13,100-699 cells,30330,Top Output,Excitation,top_output
Li01,28,Cluster1,1-99 cells,LC10d,28,Boundary,1-99 cells,1335,Top Output,Inhibition,top_output
Li01,28,Cluster1,1-99 cells,LC10c,28,Boundary,100-699 cells,1331,Top Output,Inhibition,top_output
TmY4,41,Cluster2,100-699 cells,Li28,41,Cluster1,1-99 cells,4763,Top Output,Excitation,top_output
Li28,20,Cluster1,1-99 cells,Tm5f,20,Cluster1,100-699 cells,1813,Top Output,Inhibition,top_output
Mi4,96,Cluster1,700+ cells,Mi9,96,Cluster5,700+ cells,33577,Top Output,Inhibition,top_output
Li18,22,Cluster1,1-99 cells,Tm5f,22,Cluster1,100-699 cells,10452,Top Output,Inhibition,top_output
Tm5f,60,Cluster1,100-699 cells,LT79,60,Boundary,1-99 cells,8085,Top Output,Excitation,top_output
Tm5f,60,Cluster1,100-699 cells,LC17,60,Boundary,100-699 cells,7825,Top Output,Excitation,top_output
Li23,20,Cluster1,1-99 cells,TmY10,20,Cluster1,100-699 cells,211,Top Output,Inhibition,top_output
Pm02,29,Cluster7,1-99 cells,T3,29,Cluster7,700+ cells,10933,Top Output,Inhibition,top_output
Pm10,22,Cluster7,1-99 cells,TmY14,22,Cluster7,100-699 cells,6816,Top Output,Inhibition,top_output
Pm10,22,Cluster7,1-99 cells,Pm05,22,Cluster7,1-99 cells,6625,Top Output,Inhibition,top_output
LLPt,24,Cluster1,1-99 cells,TmY14,24,Cluster7,100-699 cells,3034,Top Output,Inhibition,top_output
Mi14,33,Cluster7,100-699 cells,Tm1,33,Cluster8,700+ cells,2722,Top Output,Inhibition,top_output
Pm05,27,Cluster7,1-99 cells,LMa5,27,Cluster7,1-99 cells,9018,Top Output,Inhibition,top_output
TmY31,36,Cluster1,100-699 cells,Li10,36,Cluster1,1-99 cells,11799,Top Output,Excitation,top_output
Li10,29,Cluster1,1-99 cells,Li12,29,Cluster1,1-99 cells,2426,Top Output,Inhibition,top_output
Li15,22,Cluster7,1-99 cells,LC11,22,Boundary,1-99 cells,5347,Top Output,Inhibition,top_output
Dm4,24,Cluster5,1-99 cells,Mi4,24,Cluster1,700+ cells,21929,Top Output,Inhibition,top_output
Li16,22,Cluster7,1-99 cells,T3,22,Cluster7,700+ cells,3337,Top Output,Inhibition,top_output
Tm27,76,Cluster7,100-699 cells,Mi4,76,Cluster1,700+ cells,3582,Top Output,Excitation,top_output
Li21,21,Cluster7,1-99 cells,Tm21,21,Cluster7,100-699 cells,2780,Top Output,Inhibition,top_output
Li21,21,Cluster7,1-99 cells,T3,21,Cluster7,700+ cells,2696,Top Output,Inhibition,top_output
Dm3v,52,Cluster2,100-699 cells,TmY4,52,Cluster2,100-699 cells,8060,Top Output,Inhibition,top_output
Li30,20,Cluster1,1-99 cells,TmY31,20,Cluster1,100-699 cells,6008,Top Output,Excitation,top_output
Tm32,28,Cluster1,1-99 cells,TmY10,28,Cluster1,100-699 cells,1180,Top Output,Inhibition,top_output
Pm13,20,Cluster1,1-99 cells,TmY16,20,Cluster7,1-99 cells,3486,Top Output,Inhibition,top_output
Li31,20,Cluster7,1-99 cells,LC21,20,Boundary,1-99 cells,3164,Top Output,Inhibition,top_output
Tm8b,26,Cluster1,1-99 cells,Li33,26,Cluster1,1-99 cells,1604,Top Output,Excitation,top_output
Pm07,22,Cluster7,1-99 cells,Pm09,22,Cluster7,1-99 cells,5254,Top Output,Inhibition,top_output
Li03,25,Cluster1,1-99 cells,Li17,25,Cluster7,1-99 cells,819,Top Output,Inhibition,top_output
MLt6,23,Cluster3,1-99 cells,Sm13,23,Cluster3,1-99 cells,697,Top Output,Excitation,top_output
Tm33,26,Cluster1,1-99 cells,Tm5f,26,Cluster1,100-699 cells,2253,Top Output,Inhibition,top_output
Li02,25,Cluster1,1-99 cells,Li30,25,Cluster1,1-99 cells,1468,Top Output,Excitation,top_output
Li09,23,Cluster1,1-99 cells,LC22,23,Boundary,1-99 cells,1959,Top Output,Inhibition,top_output
Li13,23,Cluster1,1-99 cells,Tm5f,23,Cluster1,100-699 cells,3788,Top Output,Inhibition,top_output
Tm31,25,Cluster3,1-99 cells,Tm5a,25,Cluster1,100-699 cells,978,Top Output,Inhibition,top_output
Tm31,25,Cluster3,1-99 cells,LC10d,25,Boundary,1-99 cells,933,Top Output,Inhibition,top_output
Tm5e,44,Cluster1,100-699 cells,Li10,44,Cluster1,1-99 cells,4137,Top Output,Inhibition,top_output
Li05,29,Cluster1,1-99 cells,Li33,29,Cluster1,1-99 cells,3613,Top Output,Excitation,top_output
Tm5d,37,Cluster1,100-699 cells,Sm40,37,Cluster3,1-99 cells,3640,Top Output,Inhibition,top_output
Sm40,20,Cluster3,1-99 cells,Sm42,20,Cluster1,1-99 cells,1030,Top Output,Inhibition,top_output
Sm40,20,Cluster3,1-99 cells,Tm5d,20,Cluster1,100-699 cells,1015,Top Output,Inhibition,top_output
Sm40,20,Cluster3,1-99 cells,Sm06,20,Cluster3,1-99 cells,1006,Top Output,Inhibition,top_output
Tm5b,42,Cluster1,100-699 cells,Tm5d,42,Cluster1,100-699 cells,4125,Top Output,Excitation,top_output
Sm41,20,Cluster3,1-99 cells,Tm7,20,Cluster1,100-699 cells,1753,Top Output,Inhibition,top_output
Sm01,34,Cluster3,100-699 cells,Sm07,34,Cluster3,100-699 cells,909,Top Output,Excitation,top_output
Li06,29,Cluster7,1-99 cells,LMa2,29,Cluster7,1-99 cells,4954,Top Output,Excitation,top_output
Sm13,22,Cluster3,1-99 cells,Tm7,22,Cluster1,100-699 cells,884,Top Output,Inhibition,top_output
T4d,98,Cluster12,700+ cells,LPi11,98,Cluster11,1-99 cells,15181,Top Output,Excitation,top_output
TmY3,56,Cluster7,100-699 cells,LC4,56,Boundary,1-99 cells,9641,Top Output,Excitation,top_output
LMa5,23,Cluster7,1-99 cells,Pm03,23,Cluster7,1-99 cells,19306,Top Output,Inhibition,top_output
T5a,94,Cluster12,700+ cells,LPi14,94,Cluster11,1-99 cells,19539,Top Output,Excitation,top_output
T5b,96,Cluster12,700+ cells,LPi15,96,Cluster11,1-99 cells,20029,Top Output,Excitation,top_output
LMt2,23,Cluster7,1-99 cells,T2a,23,Cluster7,700+ cells,5134,Top Output,Inhibition,top_output
T5d,93,Cluster12,700+ cells,LPi11,93,Cluster11,1-99 cells,13104,Top Output,Excitation,top_output
MLt3,26,Cluster7,1-99 cells,Tm4,26,Cluster8,700+ cells,2252,Top Output,Excitation,top_output
Y4,28,Cluster7,1-99 cells,TmY14,28,Cluster7,100-699 cells,4726,Top Output,Inhibition,top_output
T4c,100,Cluster12,700+ cells,LPi09,100,Cluster11,1-99 cells,20127,Top Output,Excitation,top_output
LPi13,20,Cluster11,1-99 cells,TmY14,20,Cluster7,100-699 cells,7854,Top Output,Inhibition,top_output
Tlp5,23,Cluster11,1-99 cells,Li32,23,Cluster1,1-99 cells,2931,Top Output,Inhibition,top_output
T4b,95,Cluster12,700+ cells,LPi15,95,Cluster11,1-99 cells,18656,Top Output,Excitation,top_output
T4a,94,Cluster12,700+ cells,LPi14,94,Cluster11,1-99 cells,19833,Top Output,Excitation,top_output
LMa3,22,Cluster7,1-99 cells,T2a,22,Cluster7,700+ cells,3172,Top Output,Inhibition,top_output
CT1,20,Cluster12,1-99 cells,T5a,20,Cluster12,700+ cells,15343,Top Output,Inhibition,top_output
CT1,20,Cluster12,1-99 cells,T5b,20,Cluster12,700+ cells,14588,Top Output,Inhibition,top_output
T2a,100,Cluster7,700+ cells,LC17,100,Boundary,100-699 cells,33472,Top Output,Excitation,top_output
Sm32,23,Cluster1,1-99 cells,Dm12,23,Cluster5,100-699 cells,7994,Top Output,Inhibition,top_output
Tm16,37,Cluster1,100-699 cells,Tm1,37,Cluster8,700+ cells,8360,Top Output,Excitation,top_output
Pm09,24,Cluster7,1-99 cells,Pm05,24,Cluster7,1-99 cells,10411,Top Output,Inhibition,top_output
Y12,30,Cluster11,1-99 cells,TmY14,30,Cluster7,100-699 cells,7789,Top Output,Inhibition,top_output
Dm12,31,Cluster5,100-699 cells,L3,31,L3,700+ cells,25199,Top Output,Inhibition,top_output
L1,99,Cluster9,700+ cells,Mi1,99,Cluster9,700+ cells,66243,Top Output,Inhibition,top_output
Mi1,100,Cluster9,700+ cells,Pm01,100,Cluster7,100-699 cells,87781,Top Output,Excitation,top_output
Dm20,25,Cluster5,1-99 cells,Lawf1,25,Cluster13,100-699 cells,15215,Top Output,Inhibition,top_output
LMt4,22,Cluster7,1-99 cells,LMa3,22,Cluster7,1-99 cells,4826,Top Output,Inhibition,top_output
LPi11,23,Cluster11,1-99 cells,Tlp14,23,Cluster11,1-99 cells,5401,Top Output,Inhibition,top_output
T3,100,Cluster7,700+ cells,Li17,100,Cluster7,1-99 cells,22658,Top Output,Excitation,top_output
Pm06,22,Cluster7,1-99 cells,Tm1,22,Cluster8,700+ cells,10957,Top Output,Inhibition,top_output
Pm03,29,Cluster7,1-99 cells,Pm04,29,Cluster7,1-99 cells,13366,Top Output,Inhibition,top_output
Pm03,29,Cluster7,1-99 cells,Tm1,29,Cluster8,700+ cells,12777,Top Output,Inhibition,top_output
Mi13,55,Cluster7,100-699 cells,Tm1,55,Cluster8,700+ cells,15738,Top Output,Inhibition,top_output
L5,98,Cluster9,700+ cells,Tm3,98,Cluster9,700+ cells,31415,Top Output,Excitation,top_output
L5,98,Cluster9,700+ cells,Mi1,98,Cluster9,700+ cells,30869,Top Output,Excitation,top_output
Sm07,35,Cluster3,100-699 cells,Dm2,35,Cluster5,100-699 cells,12374,Top Output,Inhibition,top_output
Dm2,80,Cluster5,100-699 cells,MeTu1,80,Boundary,100-699 cells,21959,Top Output,Excitation,top_output
C3,97,Cluster9,700+ cells,L2,97,Cluster8,700+ cells,44671,Top Output,Inhibition,top_output
Mi2,63,Cluster7,100-699 cells,Tm21,63,Cluster7,100-699 cells,10218,Top Output,Inhibition,top_output
Dm3p,70,Cluster2,100-699 cells,TmY9q,70,Cluster2,100-699 cells,7615,Top Output,Inhibition,top_output
LMa4,21,Cluster7,1-99 cells,T2a,21,Cluster7,700+ cells,812,Top Output,Inhibition,top_output
Tm21,82,Cluster7,100-699 cells,LC11,82,Boundary,1-99 cells,5590,Top Output,Excitation,top_output
Tm21,82,Cluster7,100-699 cells,LC21,82,Boundary,1-99 cells,5436,Top Output,Excitation,top_output
Tm21,82,Cluster7,100-699 cells,Li25,82,Cluster10,1-99 cells,5316,Top Output,Excitation,top_output
Dm3q,66,Cluster2,100-699 cells,TmY9q⊥,66,Cluster2,100-699 cells,7368,Top Output,Inhibition,top_output
TmY9q,37,Cluster2,100-699 cells,Li28,37,Cluster1,1-99 cells,3471,Top Output,Excitation,top_output
TmY16,28,Cluster7,1-99 cells,Mi4,28,Cluster1,700+ cells,11499,Top Output,Inhibition,top_output
TmY9q⊥,39,Cluster2,100-699 cells,Li28,39,Cluster1,1-99 cells,4301,Top Output,Excitation,top_output
LPi10,22,Cluster11,1-99 cells,TmY14,22,Cluster7,100-699 cells,6919,Top Output,Inhibition,top_output
TmY15,35,Cluster7,100-699 cells,TmY14,35,Cluster7,100-699 cells,10574,Top Output,Inhibition,top_output
LPi12,20,Cluster11,1-99 cells,T4b,20,Cluster12,700+ cells,6741,Top Output,Inhibition,top_output
LPi15,20,Cluster11,1-99 cells,LLPC1,20,Boundary,100-699 cells,4358,Top Output,Inhibition,top_output
LPi05,24,Cluster11,1-99 cells,TmY31,24,Cluster1,100-699 cells,2874,Top Output,Inhibition,top_output
Am1,20,Cluster11,1-99 cells,TmY14,20,Cluster7,100-699 cells,5418,Top Output,Inhibition,top_output
Y1,28,Cluster11,1-99 cells,TmY14,28,Cluster7,100-699 cells,7551,Top Output,Inhibition,top_output
TmY20,34,Cluster11,100-699 cells,TmY14,34,Cluster7,100-699 cells,3778,Top Output,Excitation,top_output
Li14,21,Cluster12,1-99 cells,T5c,21,Cluster12,700+ cells,2095,Top Output,Inhibition,top_output
Li14,21,Cluster12,1-99 cells,T5b,21,Cluster12,700+ cells,2057,Top Output,Inhibition,top_output
LPi01,22,Cluster11,1-99 cells,VST2,22,Boundary,1-99 cells,283,Top Output,Inhibition,top_output
LPi02,25,Cluster11,1-99 cells,LPT23,25,Boundary,1-99 cells,1665,Top Output,Inhibition,top_output
LPi14,20,Cluster11,1-99 cells,LPC1,20,Boundary,1-99 cells,4056,Top Output,Inhibition,top_output
C3,97,Cluster9,700+ cells,T1,97,Cluster8,700+ cells,42901,Top Output,Inhibition,top_output
Pm01,32,Cluster7,100-699 cells,T3,32,Cluster7,700+ cells,10810,Top Output,Inhibition,top_output
LMa1,23,Cluster7,1-99 cells,Li17,23,Cluster7,1-99 cells,6151,Top Output,Inhibition,top_output
Sm15,25,Cluster3,1-99 cells,MeTu1,25,Boundary,100-699 cells,4344,Top Output,Inhibition,top_output
Dm10,45,Cluster5,100-699 cells,Mi4,45,Cluster1,700+ cells,11505,Top Output,Inhibition,top_output
Sm18,23,Cluster3,1-99 cells,Sm15,23,Cluster3,1-99 cells,822,Top Output,Inhibition,top_output
Sm18,23,Cluster3,1-99 cells,Sm09,23,Cluster3,1-99 cells,790,Top Output,Inhibition,top_output
Sm20,23,Cluster3,1-99 cells,Dm8a,23,Cluster6,100-699 cells,7364,Top Output,Excitation,top_output
Sm20,23,Cluster3,1-99 cells,Dm8b,23,Cluster6,100-699 cells,7361,Top Output,Excitation,top_output
Sm08,28,Cluster3,1-99 cells,Sm15,28,Cluster3,1-99 cells,2829,Top Output,Inhibition,top_output
Tm7,41,Cluster1,100-699 cells,TmY31,41,Cluster1,100-699 cells,2592,Top Output,Excitation,top_output
Sm06,28,Cluster3,1-99 cells,Tm8a,28,Cluster1,100-699 cells,1808,Top Output,Inhibition,top_output
Sm21,22,Cluster3,1-99 cells,Dm4,22,Cluster5,1-99 cells,2231,Top Output,Excitation,top_output
Sm19,23,Cluster3,1-99 cells,Dm8a,23,Cluster6,100-699 cells,4891,Top Output,Excitation,top_output
Sm19,23,Cluster3,1-99 cells,Dm8b,23,Cluster6,100-699 cells,4822,Top Output,Excitation,top_output
MLt5,24,Cluster1,1-99 cells,Sm04,24,Cluster1,1-99 cells,788,Top Output,Excitation,top_output
Tm37,31,Cluster1,100-699 cells,LC16,31,Boundary,1-99 cells,1870,Top Output,Excitation,top_output
Tm37,31,Cluster1,100-699 cells,LC6,31,Boundary,1-99 cells,1805,Top Output,Excitation,top_output
Sm12,24,Cluster3,1-99 cells,MeTu4a,24,Boundary,1-99 cells,1517,Top Output,Inhibition,top_output
Tm5a,42,Cluster1,100-699 cells,LT58,42,Boundary,1-99 cells,5036,Top Output,Excitation,top_output
Dm8b,40,Cluster6,100-699 cells,Dm9,40,Cluster6,100-699 cells,6053,Top Output,Inhibition,top_output
Tm36,34,Cluster1,100-699 cells,TmY5a,34,Cluster7,100-699 cells,2406,Top Output,Excitation,top_output
Dm8a,38,Cluster6,100-699 cells,Sm02,38,Cluster3,100-699 cells,4844,Top Output,Inhibition,top_output
Sm02,40,Cluster3,100-699 cells,MTe33,40,Boundary,1-99 cells,1927,Top Output,Excitation,top_output
Sm27,21,Cluster3,1-99 cells,Dm2,21,Cluster5,100-699 cells,727,Top Output,Inhibition,top_output
Dm16,24,Cluster8,1-99 cells,T2,24,Cluster7,700+ cells,2503,Top Output,Inhibition,top_output
Sm30,21,Cluster4,1-99 cells,Mi15,21,Cluster5,100-699 cells,6594,Top Output,Inhibition,top_output
Mi15,68,Cluster5,100-699 cells,MeTu3c,68,Boundary,1-99 cells,8741,Top Output,Excitation,top_output
MLt2,25,Cluster1,1-99 cells,Tm8a,25,Cluster1,100-699 cells,736,Top Output,Excitation,top_output
Tm8a,32,Cluster1,100-699 cells,Li10,32,Cluster1,1-99 cells,7771,Top Output,Excitation,top_output
Tlp1,27,Cluster11,1-99 cells,TmY14,27,Cluster7,100-699 cells,4611,Top Output,Inhibition,top_output
LPi08,22,Cluster11,1-99 cells,TmY20,22,Cluster11,100-699 cells,714,Top Output,Inhibition,top_output
LPi08,22,Cluster11,1-99 cells,TmY31,22,Cluster1,100-699 cells,688,Top Output,Inhibition,top_output
LPi06,22,Cluster11,1-99 cells,TmY20,22,Cluster11,100-699 cells,914,Top Output,Inhibition,top_output
R1-6,100,Cluster13,700+ cells,L1,100,Cluster9,700+ cells,40826,Top Output,Excitation,top_output
Dm15,40,Cluster8,100-699 cells,L2,40,Cluster8,700+ cells,15688,Top Output,Inhibition,top_output
LMt3,22,Cluster7,1-99 cells,Pm03,22,Cluster7,1-99 cells,4251,Top Output,Inhibition,top_output
Tm25,55,Cluster7,100-699 cells,LT11,55,Boundary,1-99 cells,9878,Top Output,Excitation,top_output
Li17,24,Cluster7,1-99 cells,LC17,24,Boundary,100-699 cells,9361,Top Output,Inhibition,top_output
Pm11,22,Cluster8,1-99 cells,Tm2,22,Cluster8,700+ cells,5309,Top Output,Inhibition,top_output
Sm16,23,Cluster3,1-99 cells,MeTu1,23,Boundary,100-699 cells,7603,Top Output,Inhibition,top_output
Sm37,20,Cluster3,1-99 cells,MeTu1,20,Boundary,100-699 cells,707,Top Output,Inhibition,top_output
Sm10,24,Cluster3,1-99 cells,Sm18,24,Cluster3,1-99 cells,750,Top Output,Inhibition,top_output
Sm10,24,Cluster3,1-99 cells,Sm08,24,Cluster3,1-99 cells,723,Top Output,Inhibition,top_output
Li04,22,Cluster1,1-99 cells,Li10,22,Cluster1,1-99 cells,325,Top Output,Inhibition,top_output
Li32,20,Cluster1,1-99 cells,Y3,20,Cluster7,100-699 cells,4639,Top Output,Inhibition,top_output
Li24,21,Cluster7,1-99 cells,LPLC1,21,Boundary,1-99 cells,1711,Top Output,Inhibition,top_output
MLt4,24,Cluster7,1-99 cells,Pm10,24,Cluster7,1-99 cells,2020,Top Output,Excitation,top_output
MLt4,24,Cluster7,1-99 cells,Tm16,24,Cluster1,100-699 cells,1975,Top Output,Excitation,top_output
Tm3,100,Cluster9,700+ cells,Pm01,100,Cluster7,100-699 cells,19495,Top Output,Excitation,top_output
Li26,20,Cluster8,1-99 cells,LMa2,20,Cluster7,1-99 cells,1617,Top Output,Inhibition,top_output
LMt1,22,Cluster7,1-99 cells,LC11,22,Boundary,1-99 cells,2133,Top Output,Inhibition,top_output
Dm18,22,Cluster9,1-99 cells,L5,22,Cluster9,700+ cells,7339,Top Output,Inhibition,top_output
Tm35,26,Cluster1,1-99 cells,LC13,26,Boundary,1-99 cells,2201,Top Output,Inhibition,top_output
Li22,21,Cluster8,1-99 cells,LC4,21,Boundary,1-99 cells,2901,Top Output,Inhibition,top_output
Pm04,24,Cluster7,1-99 cells,T2a,24,Cluster7,700+ cells,8693,Top Output,Inhibition,top_output
Li20,20,Cluster7,1-99 cells,T3,20,Cluster7,700+ cells,1351,Top Output,Inhibition,top_output
Dm6,23,Cluster8,1-99 cells,L2,23,Cluster8,700+ cells,17777,Top Output,Inhibition,top_output
LMa2,22,Cluster7,1-99 cells,T2a,22,Cluster7,700+ cells,7734,Top Output,Inhibition,top_output
Li25,20,Cluster10,1-99 cells,LC11,20,Boundary,1-99 cells,872,Top Output,Inhibition,top_output
Li27,20,Cluster1,1-99 cells,LC15,20,Boundary,1-99 cells,2213,Top Output,Inhibition,top_output
MLt1,24,Cluster7,1-99 cells,L5,24,Cluster9,700+ cells,3169,Top Output,Excitation,top_output
Sm36,20,Cluster3,1-99 cells,Sm40,20,Cluster3,1-99 cells,1125,Top Output,Inhibition,top_output
Sm05,27,Cluster5,1-99 cells,TmY3,27,Cluster7,100-699 cells,2973,Top Output,Inhibition,top_output
C2,94,Cluster9,700+ cells,L2,94,Cluster8,700+ cells,17391,Top Output,Inhibition,top_output
Dm17,20,Cluster8,1-99 cells,L2,20,Cluster8,700+ cells,6979,Top Output,Inhibition,top_output
Pm12,20,Cluster8,1-99 cells,T2,20,Cluster7,700+ cells,3950,Top Output,Inhibition,top_output
Pm12,20,Cluster8,1-99 cells,Tm2,20,Cluster8,700+ cells,3937,Top Output,Inhibition,top_output
Sm03,29,Cluster3,1-99 cells,Sm06,29,Cluster3,1-99 cells,617,Top Output,Inhibition,top_output
PDt,21,Cluster7,1-99 cells,Dm18,21,Cluster9,1-99 cells,1171,Top Output,Excitation,top_output
Sm38,20,Cluster3,1-99 cells,MeTu1,20,Boundary,100-699 cells,2798,Top Output,Inhibition,top_output
Sm28,20,Cluster4,1-99 cells,DmDRA1,20,Cluster4,1-99 cells,1676,Top Output,Excitation,top_output
DmDRA1,23,Cluster4,1-99 cells,MeTu2a,23,Boundary,1-99 cells,1754,Top Output,Inhibition,top_output
Sm34,21,Cluster3,1-99 cells,Sm20,21,Cluster3,1-99 cells,446,Top Output,Inhibition,top_output
Dm13,22,Cluster8,1-99 cells,Tm2,22,Cluster8,700+ cells,14667,Top Output,Inhibition,top_output
Dm1,24,Cluster9,1-99 cells,Mi1,24,Cluster9,700+ cells,12345,Top Output,Inhibition,top_output
Dm1,24,Cluster9,1-99 cells,L2,24,Cluster8,700+ cells,12294,Top Output,Inhibition,top_output
T1,93,Cluster8,700+ cells,L2,93,Cluster8,700+ cells,2443,Top Output,Excitation,top_output
Dm9,33,Cluster6,100-699 cells,R7,33,Cluster6,100-699 cells,10479,Top Output,Excitation,top_output
Sm26,21,Cluster3,1-99 cells,Dm8b,21,Cluster6,100-699 cells,4246,Top Output,Excitation,top_output
L4,92,Cluster8,700+ cells,TmY3,92,Cluster7,100-699 cells,15482,Top Output,Excitation,top_output
Lai,43,Cluster13,100-699 cells,L3,43,L3,700+ cells,4033,Top Output,Inhibition,top_output
MLt7,22,Cluster3,1-99 cells,MeTu4a,22,Boundary,1-99 cells,509,Top Output,Excitation,top_output
Li08,22,Cluster1,1-99 cells,Li10,22,Cluster1,1-99 cells,2165,Top Output,Inhibition,top_output
Dm14,21,Cluster8,1-99 cells,Tm2,21,Cluster8,700+ cells,7460,Top Output,Inhibition,top_output
R1-6,100,Cluster13,700+ cells,L2,100,Cluster8,700+ cells,39753,Top Output,Excitation,top_output
Li29,20,Cluster1,1-99 cells,Y3,20,Cluster7,100-699 cells,2010,Top Output,Inhibition,top_output
Sm22,22,Cluster1,1-99 cells,Tm20,22,Cluster1,700+ cells,5080,Top Output,Inhibition,top_output
Li12,22,Cluster1,1-99 cells,LC22,22,Boundary,1-99 cells,1027,Top Output,Inhibition,top_output
Li12,22,Cluster1,1-99 cells,LPLC1,22,Boundary,1-99 cells,1005,Top Output,Inhibition,top_output
Sm14,22,Cluster3,1-99 cells,MTe01a,22,Boundary,1-99 cells,801,Top Output,Inhibition,top_output
Dm19,21,Cluster8,1-99 cells,Tm1,21,Cluster8,700+ cells,5375,Top Output,Inhibition,top_output
Sm31,21,Cluster3,1-99 cells,Tm20,21,Cluster1,700+ cells,1555,Top Output,Inhibition,top_output
Sm39,20,Cluster4,1-99 cells,Mi15,20,Cluster5,100-699 cells,3306,Top Output,Inhibition,top_output
Sm35,20,Cluster3,1-99 cells,Sm02,20,Cluster3,100-699 cells,904,Top Output,Inhibition,top_output
MLt8,21,Cluster3,1-99 cells,Tm5e,21,Cluster1,100-699 cells,188,Top Output,Excitation,top_output
Sm04,27,Cluster1,1-99 cells,MTe16,27,Boundary,1-99 cells,1733,Top Output,Inhibition,top_output
Tm34,24,Cluster1,1-99 cells,TmY5a,24,Cluster7,100-699 cells,1812,Top Output,Inhibition,top_output
Li19,20,Cluster10,1-99 cells,Li06,20,Cluster7,1-99 cells,694,Top Output,Inhibition,top_output
Li07,21,Cluster1,1-99 cells,Li10,21,Cluster1,1-99 cells,494,Top Output,Inhibition,top_output
Sm23,22,Cluster4,1-99 cells,MeTu3a,22,Boundary,1-99 cells,1283,Top Output,Inhibition,top_output
R7,85,Cluster6,100-699 cells,Dm8b,85,Cluster6,100-699 cells,4016,Top Output,Inhibition,top_output
R8,84,Cluster6,100-699 cells,Dm9,84,Cluster6,100-699 cells,5095,Top Output,Excitation,top_output
