source,n_size,n_col,n_shp,target,n_size,n_col,n_shp,weight,e_clr,e_shp,relation
Tm4,93,Cluster8,700+ cells,Li31,93,Cluster7,1-99 cells,5607,Top Input,Excitation,top_input
Mi9,97,Cluster5,700+ cells,Tm8b,97,Cluster1,1-99 cells,3237,Top Input,Inhibition,top_input
Dm2,80,Cluster5,100-699 cells,MLt6,80,Cluster3,1-99 cells,1104,Top Input,Excitation,top_input
Mi15,68,Cluster5,100-699 cells,aMe5,68,Boundary,1-99 cells,1276,Top Input,Excitation,top_input
Mi1,100,Cluster9,700+ cells,T4d,100,Cluster12,700+ cells,29557,Top Input,Excitation,top_input
Mi1,100,Cluster9,700+ cells,LMa5,100,Cluster7,1-99 cells,23841,Top Input,Excitation,top_input
Tm2,97,Cluster8,700+ cells,T5a,97,Cluster12,700+ cells,16186,Top Input,Excitation,top_input
Tm2,97,Cluster8,700+ cells,T5b,97,Cluster12,700+ cells,15155,Top Input,Excitation,top_input
L4,92,Cluster8,700+ cells,MLt3,92,Cluster7,1-99 cells,3368,Top Input,Excitation,top_input
MLt3,26,Cluster7,1-99 cells,Tm4,26,Cluster8,700+ cells,2252,Top Output,Excitation,top_output
Mi1,100,Cluster9,700+ cells,T4c,100,Cluster12,700+ cells,33637,Top Input,Excitation,top_input
Mi1,100,Cluster9,700+ cells,T4b,100,Cluster12,700+ cells,28683,Top Input,Excitation,top_input
Mi1,100,Cluster9,700+ cells,T4a,100,Cluster12,700+ cells,35045,Top Input,Excitation,top_input
Tm3,100,Cluster9,700+ cells,MTe52,100,Boundary,1-99 cells,3150,Top Input,Excitation,top_input
Tm1,97,Cluster8,700+ cells,T2a,97,Cluster7,700+ cells,34647,Top Input,Excitation,top_input
Mi1,100,Cluster9,700+ cells,T2a,100,Cluster7,700+ cells,34086,Top Input,Excitation,top_input
Mi9,97,Cluster5,700+ cells,Sm32,97,Cluster1,1-99 cells,3435,Top Input,Inhibition,top_input
Sm32,23,Cluster1,1-99 cells,Dm12,23,Cluster5,100-699 cells,7994,Top Output,Inhibition,top_output
Tm16,37,Cluster1,100-699 cells,Tm1,37,Cluster8,700+ cells,8360,Top Output,Excitation,top_output
Tm2,97,Cluster8,700+ cells,Pm09,97,Cluster7,1-99 cells,14261,Top Input,Excitation,top_input
L3,94,L3,700+ cells,Dm12,94,Cluster5,100-699 cells,19328,Top Input,Excitation,top_input
Dm12,31,Cluster5,100-699 cells,L3,31,L3,700+ cells,25199,Top Output,Inhibition,top_output
Dm12,31,Cluster5,100-699 cells,L3,31,L3,700+ cells,25199,Top Input,Inhibition,top_input
L1,99,Cluster9,700+ cells,Mi1,99,Cluster9,700+ cells,66243,Top Input,Inhibition,top_input
L1,99,Cluster9,700+ cells,Mi1,99,Cluster9,700+ cells,66243,Top Output,Inhibition,top_output
Mi1,100,Cluster9,700+ cells,Pm01,100,Cluster7,100-699 cells,87781,Top Output,Excitation,top_output
Mi1,100,Cluster9,700+ cells,Pm01,100,Cluster7,100-699 cells,87781,Top Input,Excitation,top_input
L3,94,L3,700+ cells,Dm20,94,Cluster5,1-99 cells,9167,Top Input,Excitation,top_input
Dm20,25,Cluster5,1-99 cells,Lawf1,25,Cluster13,100-699 cells,15215,Top Output,Inhibition,top_output
Tm3,100,Cluster9,700+ cells,CB0592,100,Boundary,1-99 cells,2889,Top Input,Excitation,top_input
Mi1,100,Cluster9,700+ cells,T3,100,Cluster7,700+ cells,42739,Top Input,Excitation,top_input
Tm1,97,Cluster8,700+ cells,Pm06,97,Cluster7,1-99 cells,16939,Top Input,Excitation,top_input
Pm06,22,Cluster7,1-99 cells,Tm1,22,Cluster8,700+ cells,10957,Top Output,Inhibition,top_output
Pm03,29,Cluster7,1-99 cells,Tm1,29,Cluster8,700+ cells,12777,Top Output,Inhibition,top_output
Mi13,55,Cluster7,100-699 cells,Tm1,55,Cluster8,700+ cells,15738,Top Output,Inhibition,top_output
L1,99,Cluster9,700+ cells,L5,99,Cluster9,700+ cells,60834,Top Input,Inhibition,top_input
L5,98,Cluster9,700+ cells,Tm3,98,Cluster9,700+ cells,31415,Top Output,Excitation,top_output
L5,98,Cluster9,700+ cells,Mi1,98,Cluster9,700+ cells,30869,Top Output,Excitation,top_output
Sm07,35,Cluster3,100-699 cells,Dm2,35,Cluster5,100-699 cells,12374,Top Input,Inhibition,top_input
Sm07,35,Cluster3,100-699 cells,Dm2,35,Cluster5,100-699 cells,12374,Top Output,Inhibition,top_output
Dm2,80,Cluster5,100-699 cells,MeTu1,80,Boundary,100-699 cells,21959,Top Output,Excitation,top_output
Dm2,80,Cluster5,100-699 cells,MeTu1,80,Boundary,100-699 cells,21959,Top Input,Excitation,top_input
C3,97,Cluster9,700+ cells,L2,97,Cluster8,700+ cells,44671,Top Input,Inhibition,top_input
C3,97,Cluster9,700+ cells,L2,97,Cluster8,700+ cells,44671,Top Output,Inhibition,top_output
Mi1,100,Cluster9,700+ cells,Mi2,100,Cluster7,100-699 cells,8530,Top Input,Excitation,top_input
Tm1,97,Cluster8,700+ cells,Dm3p,97,Cluster2,100-699 cells,11622,Top Input,Excitation,top_input
Tm1,97,Cluster8,700+ cells,Tm21,97,Cluster7,100-699 cells,20498,Top Input,Excitation,top_input
Tm1,97,Cluster8,700+ cells,MeLp2,97,Boundary,1-99 cells,1215,Top Input,Excitation,top_input
Tm1,97,Cluster8,700+ cells,Dm3q,97,Cluster2,100-699 cells,11908,Top Input,Excitation,top_input
Tm1,97,Cluster8,700+ cells,TmY16,97,Cluster7,1-99 cells,5464,Top Input,Excitation,top_input
Tm2,97,Cluster8,700+ cells,TmY16,97,Cluster7,1-99 cells,5256,Top Input,Excitation,top_input
Tm4,93,Cluster8,700+ cells,TmY15,93,Cluster7,100-699 cells,16669,Top Input,Excitation,top_input
Tm3,100,Cluster9,700+ cells,TmY15,100,Cluster7,100-699 cells,16294,Top Input,Excitation,top_input
L1,99,Cluster9,700+ cells,C3,99,Cluster9,700+ cells,32836,Top Input,Inhibition,top_input
C3,97,Cluster9,700+ cells,T1,97,Cluster8,700+ cells,42901,Top Output,Inhibition,top_output
Dm2,80,Cluster5,100-699 cells,MeMe_e02,80,Boundary,1-99 cells,1319,Top Input,Excitation,top_input
Dm2,80,Cluster5,100-699 cells,Sm15,80,Cluster3,1-99 cells,5684,Top Input,Excitation,top_input
L5,98,Cluster9,700+ cells,Dm10,98,Cluster5,100-699 cells,20902,Top Input,Excitation,top_input
Dm10,45,Cluster5,100-699 cells,Mi4,45,Cluster1,700+ cells,11505,Top Output,Inhibition,top_output
Dm2,80,Cluster5,100-699 cells,Sm07,80,Cluster3,100-699 cells,14823,Top Input,Excitation,top_input
Dm2,80,Cluster5,100-699 cells,MTe01b,80,Boundary,1-99 cells,8431,Top Input,Excitation,top_input
Dm2,80,Cluster5,100-699 cells,Sm18,80,Cluster3,1-99 cells,1481,Top Input,Excitation,top_input
Dm2,80,Cluster5,100-699 cells,Sm08,80,Cluster3,1-99 cells,7427,Top Input,Excitation,top_input
Dm2,80,Cluster5,100-699 cells,MTe03,80,Boundary,1-99 cells,632,Top Input,Excitation,top_input
Mi9,97,Cluster5,700+ cells,Tm7,97,Cluster1,100-699 cells,6571,Top Input,Inhibition,top_input
Dm2,80,Cluster5,100-699 cells,Sm06,80,Cluster3,1-99 cells,7733,Top Input,Excitation,top_input
Dm2,80,Cluster5,100-699 cells,Sm21,80,Cluster3,1-99 cells,2305,Top Input,Excitation,top_input
Sm21,22,Cluster3,1-99 cells,Dm4,22,Cluster5,1-99 cells,2231,Top Output,Excitation,top_output
Dm2,80,Cluster5,100-699 cells,Sm19,80,Cluster3,1-99 cells,1834,Top Input,Excitation,top_input
Mi9,97,Cluster5,700+ cells,MLt5,97,Cluster1,1-99 cells,2411,Top Input,Inhibition,top_input
Sm27,21,Cluster3,1-99 cells,Dm2,21,Cluster5,100-699 cells,727,Top Output,Inhibition,top_output
Tm2,97,Cluster8,700+ cells,Dm16,97,Cluster8,1-99 cells,3255,Top Input,Excitation,top_input
Dm16,24,Cluster8,1-99 cells,T2,24,Cluster7,700+ cells,2503,Top Output,Inhibition,top_output
Tm5c,51,Cluster1,100-699 cells,Mi15,51,Cluster5,100-699 cells,6714,Top Input,Inhibition,top_input
Sm30,21,Cluster4,1-99 cells,Mi15,21,Cluster5,100-699 cells,6594,Top Input,Inhibition,top_input
Sm30,21,Cluster4,1-99 cells,Mi15,21,Cluster5,100-699 cells,6594,Top Output,Inhibition,top_output
Mi15,68,Cluster5,100-699 cells,MeTu3c,68,Boundary,1-99 cells,8741,Top Output,Excitation,top_output
Mi15,68,Cluster5,100-699 cells,MeTu3c,68,Boundary,1-99 cells,8741,Top Input,Excitation,top_input
Mi9,97,Cluster5,700+ cells,MLt2,97,Cluster1,1-99 cells,2542,Top Input,Inhibition,top_input
Mi9,97,Cluster5,700+ cells,Tm8a,97,Cluster1,100-699 cells,2921,Top Input,Inhibition,top_input
R1-6,100,Cluster13,700+ cells,L1,100,Cluster9,700+ cells,40826,Top Input,Excitation,top_input
R1-6,100,Cluster13,700+ cells,L1,100,Cluster9,700+ cells,40826,Top Output,Excitation,top_output
Mi15,68,Cluster5,100-699 cells,MeTu3b,68,Boundary,1-99 cells,7415,Top Input,Excitation,top_input
Mi15,68,Cluster5,100-699 cells,Sm30,68,Cluster4,1-99 cells,2693,Top Input,Excitation,top_input
L2,99,Cluster8,700+ cells,Dm15,99,Cluster8,100-699 cells,19089,Top Input,Excitation,top_input
Dm15,40,Cluster8,100-699 cells,L2,40,Cluster8,700+ cells,15688,Top Output,Inhibition,top_output
Mi15,68,Cluster5,100-699 cells,aMe19b,68,Boundary,1-99 cells,1715,Top Input,Excitation,top_input
Mi1,100,Cluster9,700+ cells,Tm25,100,Cluster7,100-699 cells,9729,Top Input,Excitation,top_input
Tm3,100,Cluster9,700+ cells,LC12,100,Boundary,100-699 cells,7287,Top Input,Excitation,top_input
Tm2,97,Cluster8,700+ cells,Pm11,97,Cluster8,1-99 cells,11995,Top Input,Excitation,top_input
Pm11,22,Cluster8,1-99 cells,Tm2,22,Cluster8,700+ cells,5309,Top Output,Inhibition,top_output
Tm4,93,Cluster8,700+ cells,LT53,93,Boundary,1-99 cells,604,Top Input,Excitation,top_input
Mi9,97,Cluster5,700+ cells,MeLp1,97,Boundary,1-99 cells,1409,Top Input,Inhibition,top_input
Tm3,100,Cluster9,700+ cells,MeLp1,100,Boundary,1-99 cells,1392,Top Input,Excitation,top_input
L1,99,Cluster9,700+ cells,Tm3,99,Cluster9,700+ cells,43094,Top Input,Inhibition,top_input
Tm3,100,Cluster9,700+ cells,Pm01,100,Cluster7,100-699 cells,19495,Top Output,Excitation,top_output
Tm2,97,Cluster8,700+ cells,Li26,97,Cluster8,1-99 cells,4330,Top Input,Excitation,top_input
Tm4,93,Cluster8,700+ cells,Li26,93,Cluster8,1-99 cells,4124,Top Input,Excitation,top_input
Li26,20,Cluster8,1-99 cells,LMa2,20,Cluster7,1-99 cells,1617,Top Output,Inhibition,top_output
L5,98,Cluster9,700+ cells,Dm18,98,Cluster9,1-99 cells,23286,Top Input,Excitation,top_input
Dm18,22,Cluster9,1-99 cells,L5,22,Cluster9,700+ cells,7339,Top Output,Inhibition,top_output
Tm2,97,Cluster8,700+ cells,Li22,97,Cluster8,1-99 cells,7415,Top Input,Excitation,top_input
Li22,21,Cluster8,1-99 cells,LC4,21,Boundary,1-99 cells,2901,Top Output,Inhibition,top_output
Tm2,97,Cluster8,700+ cells,Pm04,97,Cluster7,1-99 cells,22565,Top Input,Excitation,top_input
Tm4,93,Cluster8,700+ cells,Li20,93,Cluster7,1-99 cells,1131,Top Input,Excitation,top_input
L2,99,Cluster8,700+ cells,Dm6,99,Cluster8,1-99 cells,37946,Top Input,Excitation,top_input
Dm6,23,Cluster8,1-99 cells,L2,23,Cluster8,700+ cells,17777,Top Output,Inhibition,top_output
L4,92,Cluster8,700+ cells,MLt1,92,Cluster7,1-99 cells,1591,Top Input,Excitation,top_input
MLt1,24,Cluster7,1-99 cells,L5,24,Cluster9,700+ cells,3169,Top Output,Excitation,top_output
Mi1,100,Cluster9,700+ cells,Sm05,100,Cluster5,1-99 cells,1668,Top Input,Excitation,top_input
Sm05,27,Cluster5,1-99 cells,TmY3,27,Cluster7,100-699 cells,2973,Top Output,Inhibition,top_output
L1,99,Cluster9,700+ cells,C2,99,Cluster9,700+ cells,21958,Top Input,Inhibition,top_input
C2,94,Cluster9,700+ cells,L2,94,Cluster8,700+ cells,17391,Top Output,Inhibition,top_output
L2,99,Cluster8,700+ cells,Dm17,99,Cluster8,1-99 cells,8359,Top Input,Excitation,top_input
Dm17,20,Cluster8,1-99 cells,L2,20,Cluster8,700+ cells,6979,Top Output,Inhibition,top_output
Tm2,97,Cluster8,700+ cells,Pm12,97,Cluster8,1-99 cells,18331,Top Input,Excitation,top_input
Pm12,20,Cluster8,1-99 cells,T2,20,Cluster7,700+ cells,3950,Top Output,Inhibition,top_output
Pm12,20,Cluster8,1-99 cells,Tm2,20,Cluster8,700+ cells,3937,Top Output,Inhibition,top_output
Mi15,68,Cluster5,100-699 cells,Sm03,68,Cluster3,1-99 cells,2060,Top Input,Excitation,top_input
PDt,21,Cluster7,1-99 cells,Dm18,21,Cluster9,1-99 cells,1171,Top Output,Excitation,top_output
Tm4,93,Cluster8,700+ cells,cML01,93,Boundary,1-99 cells,200,Top Input,Excitation,top_input
Dm2,80,Cluster5,100-699 cells,Sm12,80,Cluster3,1-99 cells,1781,Top Input,Excitation,top_input
Dm2,80,Cluster5,100-699 cells,MeMe_e03,80,Boundary,1-99 cells,747,Top Input,Excitation,top_input
L5,98,Cluster9,700+ cells,Dm13,98,Cluster8,1-99 cells,14363,Top Input,Excitation,top_input
Tm2,97,Cluster8,700+ cells,Dm13,97,Cluster8,1-99 cells,14148,Top Input,Excitation,top_input
Dm13,22,Cluster8,1-99 cells,Tm2,22,Cluster8,700+ cells,14667,Top Output,Inhibition,top_output
L5,98,Cluster9,700+ cells,Dm1,98,Cluster9,1-99 cells,15633,Top Input,Excitation,top_input
Dm1,24,Cluster9,1-99 cells,Mi1,24,Cluster9,700+ cells,12345,Top Output,Inhibition,top_output
Dm1,24,Cluster9,1-99 cells,L2,24,Cluster8,700+ cells,12294,Top Output,Inhibition,top_output
L2,99,Cluster8,700+ cells,T1,99,Cluster8,700+ cells,48944,Top Input,Excitation,top_input
T1,93,Cluster8,700+ cells,L2,93,Cluster8,700+ cells,2443,Top Output,Excitation,top_output
L3,94,L3,700+ cells,Dm9,94,Cluster6,100-699 cells,14795,Top Input,Excitation,top_input
C2,94,Cluster9,700+ cells,L4,94,Cluster8,700+ cells,5544,Top Input,Inhibition,top_input
L4,92,Cluster8,700+ cells,TmY3,92,Cluster7,100-699 cells,15482,Top Output,Excitation,top_output
Lai,43,Cluster13,100-699 cells,L3,43,L3,700+ cells,4033,Top Output,Inhibition,top_output
Tm2,97,Cluster8,700+ cells,MTe43,97,Boundary,1-99 cells,572,Top Input,Excitation,top_input
L4,92,Cluster8,700+ cells,Dm14,92,Cluster8,1-99 cells,6705,Top Input,Excitation,top_input
Dm14,21,Cluster8,1-99 cells,Tm2,21,Cluster8,700+ cells,7460,Top Output,Inhibition,top_output
L4,92,Cluster8,700+ cells,R1-6,92,Cluster13,700+ cells,3395,Top Input,Excitation,top_input
R1-6,100,Cluster13,700+ cells,L2,100,Cluster8,700+ cells,39753,Top Output,Excitation,top_output
Tm4,93,Cluster8,700+ cells,MTe44,93,Boundary,1-99 cells,499,Top Input,Excitation,top_input
L2,99,Cluster8,700+ cells,Dm19,99,Cluster8,1-99 cells,22391,Top Input,Excitation,top_input
Dm19,21,Cluster8,1-99 cells,Tm1,21,Cluster8,700+ cells,5375,Top Output,Inhibition,top_output
L4,92,Cluster8,700+ cells,MTe41,92,Boundary,1-99 cells,428,Top Input,Excitation,top_input
Mi15,68,Cluster5,100-699 cells,OA-AL2i3,68,Boundary,1-99 cells,364,Top Input,Excitation,top_input
Tm3,100,Cluster9,700+ cells,LTe64,100,Boundary,1-99 cells,865,Top Input,Excitation,top_input
Mi15,68,Cluster5,100-699 cells,MeMe_e05,68,Boundary,1-99 cells,798,Top Input,Excitation,top_input
Mi15,68,Cluster5,100-699 cells,Sm39,68,Cluster4,1-99 cells,1591,Top Input,Excitation,top_input
Sm39,20,Cluster4,1-99 cells,Mi15,20,Cluster5,100-699 cells,3306,Top Output,Inhibition,top_output
Dm2,80,Cluster5,100-699 cells,MTe19,80,Boundary,1-99 cells,849,Top Input,Excitation,top_input
Mi9,97,Cluster5,700+ cells,Sm04,97,Cluster1,1-99 cells,1353,Top Input,Inhibition,top_input
Dm2,80,Cluster5,100-699 cells,MTe29,80,Boundary,1-99 cells,1332,Top Input,Excitation,top_input
Dm11,27,Cluster6,1-99 cells,Dm2,27,Cluster5,100-699 cells,8017,Top Output,Inhibition,top_output
C3,97,Cluster9,700+ cells,cM05,97,Boundary,1-99 cells,79,Top Input,Inhibition,top_input
Dm2,80,Cluster5,100-699 cells,MeMe_e04,80,Boundary,1-99 cells,117,Top Input,Excitation,top_input
Li26,20,Cluster8,1-99 cells,mALC3,20,Boundary,1-99 cells,7,Top Input,Inhibition,top_input
Tm3,100,Cluster9,700+ cells,mALC3,100,Boundary,1-99 cells,7,Top Input,Excitation,top_input
Mi1,100,Cluster9,700+ cells,OA-AL2b2,100,Boundary,1-99 cells,6,Top Input,Excitation,top_input
